word,sentiment
bodyguard,positive
boisterous,positive
bold,positive
boldness,positive
bolster,positive
bonanza,positive
bonne,positive
bonus,positive
bookish,positive
bookshop,positive
bookworm,positive
boon,positive
bountiful,positive
bounty,positive
bouquet,positive
brains,positive
bravery,positive
breakfast,positive
bridal,positive
bride,positive
bridegroom,positive
bridesmaid,positive
brighten,positive
brightness,positive
brilliant,positive
brocade,positive
brother,positive
brotherhood,positive
brotherly,positive
buck,positive
buddy,positive
build,positive
building,positive
bulldog,positive
bulletproof,positive
buoy,positive
buss,positive
butler,positive
buttery,positive
buxom,positive
buzz,positive
cab,positive
cabinet,positive
cafe,positive
calculator,positive
calf,positive
calm,positive
canary,positive
candid,positive
candidate,positive
candied,positive
capitalist,positive
captain,positive
captivate,positive
captivating,positive
career,positive
careful,positive
carefully,positive
caress,positive
caretaker,positive
carol,positive
cascade,positive
cash,positive
categorical,positive
cater,positive
cathartic,positive
cathedral,positive
cautious,positive
cautiously,positive
celebrated,positive
celebrating,positive
celebration,positive
celebrity,positive
celestial,positive
center,positive
centurion,positive
cerebral,positive
ceremony,positive
certainty,positive
chairman,positive
chairwoman,positive
champion,positive
chant,positive
charger,positive
charitable,positive
charity,positive
charm,positive
charmed,positive
charming,positive
chastity,positive
chattering,positive
checklist,positive
cheer,positive
cheerful,positive
cheerfulness,positive
cheering,positive
cheery,positive
chemist,positive
cherish,positive
cherry,positive
chieftain,positive
child,positive
childhood,positive
chirp,positive
chisel,positive
chivalry,positive
chocolate,positive
choice,positive
choir,positive
choral,positive
chorus,positive
chosen,positive
chowder,positive
chronicle,positive
chuckle,positive
church,positive
cider,positive
circumcision,positive
circumvention,positive
citizen,positive
civil,positive
civility,positive
civilization,positive
civilized,positive
clairvoyant,positive
clap,positive
clarify,positive
classic,positive
classical,positive
classics,positive
classify,positive
clean,positive
cleaning,positive
cleanliness,positive
cleanly,positive
cleanse,positive
cleansing,positive
clearance,positive
clearness,positive
clerical,positive
clever,positive
cleverness,positive
climax,positive
closeness,positive
closure,positive
clothe,positive
clown,positive
coalition,positive
coast,positive
coexist,positive
cogent,positive
cognitive,positive
coherence,positive
coherent,positive
cohesive,positive
collectively,positive
colonel,positive
colossal,positive
comfort,positive
commandant,positive
commanding,positive
commemorate,positive
commemoration,positive
commemorative,positive
commend,positive
commendable,positive
commentator,positive
committed,positive
commodore,positive
commonwealth,positive
communicate,positive
communicative,positive
communion,positive
community,positive
commutation,positive
commute,positive
companion,positive
compassion,positive
compassionate,positive
compatibility,positive
compatible,positive
compelling,positive
compensate,positive
compensatory,positive
competence,positive
competency,positive
competent,positive
complacency,positive
complement,positive
complementary,positive
completely,positive
completeness,positive
completing,positive
completion,positive
compliance,positive
compliant,positive
complicity,positive
compliment,positive
composed,positive
composer,positive
composure,positive
comprehend,positive
comprehensive,positive
comrade,positive
concentric,positive
conciliation,positive
concluding,positive
concord,positive
concordance,positive
condolence,positive
condone,positive
conducive,positive
conductivity,positive
confederate,positive
confess,positive
confidence,positive
confident,positive
confirmed,positive
conformance,positive
congenial,positive
congratulatory,positive
congregation,positive
congruence,positive
connoisseur,positive
conscience,positive
conscientious,positive
consciousness,positive
consecration,positive
conservation,positive
conserve,positive
considerable,positive
considerate,positive
consistency,positive
console,positive
consonant,positive
constancy,positive
constant,positive
constitutional,positive
construct,positive
consummate,positive
contact,positive
contemplation,positive
content,positive
continue,positive
contour,positive
contribute,positive
contributor,positive
convenience,positive
convenient,positive
convent,positive
convention,positive
conversant,positive
conversational,positive
convert,positive
convince,positive
cool,positive
coolness,positive
cooperate,positive
cooperating,positive
cooperation,positive
cooperative,positive
core,positive
coronation,positive
corporation,positive
corporeal,positive
corrective,positive
correspondence,positive
corroborate,positive
cosmopolitan,positive
cosy,positive
council,positive
counsel,positive
counselor,positive
count,positive
countess,positive
courage,positive
courageous,positive
courteous,positive
courtesy,positive
courtship,positive
cove,positive
covenant,positive
cradle,positive
craft,positive
craftsman,positive
cream,positive
create,positive
creative,positive
credence,positive
credential,positive
credibility,positive
credible,positive
credit,positive
creditable,positive
credited,positive
crescendo,positive
critique,positive
crowning,positive
crucial,positive
crystal,positive
cuddle,positive
culinary,positive
culmination,positive
cultivate,positive
cultivated,positive
cultivation,positive
culture,positive
cunning,positive
curable,positive
curiosity,positive
curl,positive
cushion,positive
customer,positive
cute,positive
cutters,positive
dame,positive
dance,positive
daring,positive
darling,positive
dashing,positive
daughter,positive
dawn,positive
deal,positive
dear,positive
debate,positive
decency,positive
decent,positive
declaratory,positive
dedication,positive
defend,positive
defended,positive
defender,positive
defending,positive
defense,positive
deference,positive
definitive,positive
degree,positive
delectable,positive
delegate,positive
deliberate,positive
delicious,positive
delight,positive
delighted,positive
delightful,positive
deliverance,positive
delivery,positive
democracy,positive
demonstrable,positive
demonstrative,positive
dependent,positive
depth,positive
descriptive,positive
deserve,positive
deserved,positive
designer,positive
desirable,positive
desiring,positive
desirous,positive
destination,positive
detect,positive
detection,positive
determination,positive
determined,positive
develop,positive
devotional,positive
devout,positive
dexterity,positive
diamond,positive
diary,positive
dictionary,positive
didactic,positive
dietary,positive
dignified,positive
dignity,positive
diligence,positive
dinner,positive
diplomacy,positive
diplomatic,positive
director,positive
discovery,positive
discreet,positive
discretion,positive
discretionary,positive
discussion,positive
disinfection,positive
disposed,positive
disseminate,positive
distillation,positive
distinction,positive
ditty,positive
diverse,positive
diversified,positive
diversion,positive
divinity,positive
doctor,positive
doer,positive
dogged,positive
dolphin,positive
dominate,positive
don,positive
donation,positive
doubtless,positive
dove,positive
downy,positive
duet,positive
duke,positive
durability,positive
durable,positive
dutiful,positive
eager,positive
eagerness,positive
earl,positive
earn,positive
earnest,positive
earnestly,positive
earnestness,positive
ease,positive
easement,positive
easygoing,positive
eat,positive
ecstasy,positive
ecstatic,positive
edification,positive
educate,positive
educated,positive
educational,positive
effective,positive
efficacy,positive
efficiency,positive
efficient,positive
effort,positive
ejaculation,positive
elaboration,positive
elated,positive
elder,positive
elders,positive
elect,positive
electric,positive
electricity,positive
elegance,positive
elegant,positive
elevation,positive
eligible,positive
elite,positive
eloquence,positive
eloquent,positive
elucidate,positive
emancipation,positive
embrace,positive
emeritus,positive
eminence,positive
eminent,positive
eminently,positive
emir,positive
empathy,positive
empower,positive
emulate,positive
enable,positive
enablement,positive
enchant,positive
enchanted,positive
enchanting,positive
encore,positive
encourage,positive
encouragement,positive
encyclopedia,positive
endeavor,positive
endless,positive
endow,positive
endowed,positive
endowment,positive
endurance,positive
endure,positive
energetic,positive
enforce,positive
engaged,positive
engaging,positive
enhance,positive
enjoy,positive
enjoying,positive
enlighten,positive
enlightenment,positive
enliven,positive
enrich,positive
ensemble,positive
ensign,positive
enterprising,positive
entertain,positive
entertained,positive
entertaining,positive
entertainment,positive
enthusiasm,positive
enthusiast,positive
environ,positive
ephemeris,positive
epic,positive
epitome,positive
equality,positive
equally,positive
equilibrium,positive
equity,positive
erotic,positive
errand,positive
erudite,positive
escape,positive
esprit,positive
essential,positive
established,positive
esteem,positive
esthetic,positive
ethical,positive
ethics,positive
evergreen,positive
everlasting,positive
evident,positive
evolution,positive
exalt,positive
exaltation,positive
exalted,positive
exceed,positive
excel,positive
excellence,positive
excellent,positive
exchange,positive
excitable,positive
excitation,positive
excite,positive
excited,positive
excitement,positive
exciting,positive
exemplary,positive
exemption,positive
exhilaration,positive
exhort,positive
exhortation,positive
existence,positive
exotic,positive
expect,positive
expectation,positive
expedient,positive
expedition,positive
experienced,positive
expert,positive
expertise,positive
explain,positive
exquisite,positive
exquisitely,positive
extend,positive
extensive,positive
extra,positive
extraordinary,positive
extricate,positive
exuberance,positive
facilitate,positive
facts,positive
faculty,positive
fain,positive
fair,positive
fairly,positive
faith,positive
faithful,positive
fame,positive
familiar,positive
familiarity,positive
famous,positive
famously,positive
fancy,positive
fanfare,positive
fascinating,positive
fascination,positive
fashionable,positive
faultless,positive
favorable,positive
favorite,positive
favoritism,positive
fearless,positive
feat,positive
feature,positive
feeling,positive
felicity,positive
fellow,positive
fellowship,positive
female,positive
fertile,positive
fervor,positive
festival,positive
festive,positive
fete,positive
fidelity,positive
fiesta,positive
finally,positive
finery,positive
finesse,positive
fireball,positive
fireproof,positive
firmness,positive
firstborn,positive
fitting,positive
fixture,positive
flattering,positive
fleet,positive
flexibility,positive
flirt,positive
floral,positive
flow,positive
flowery,positive
flush,positive
flying,positive
focus,positive
fondness,positive
food,positive
football,positive
forbearance,positive
fore,positive
forefathers,positive
foregoing,positive
foreman,positive
forerunner,positive
foresee,positive
foreseen,positive
foresight,positive
forge,positive
forgive,positive
forgiven,positive
forgiving,positive
formative,positive
formula,positive
forte,positive
forthcoming,positive
fortify,positive
fortitude,positive
fortress,positive
fortunate,positive
fortune,positive
forward,positive
found,positive
foundation,positive
fragrant,positive
frank,positive
frankness,positive
fraternal,positive
freedom,positive
freely,positive
friend,positive
friendliness,positive
friendly,positive
friendship,positive
frisky,positive
frolic,positive
frugal,positive
fruitful,positive
fulfill,positive
fulfillment,positive
full,positive
fully,positive
fun,positive
fundamental,positive
fuse,positive
fusion,positive
gain,positive
gaining,positive
gallant,positive
gallantry,positive
galore,positive
garden,positive
garnet,positive
garrison,positive
gazette,positive
gear,positive
gem,positive
general,positive
generosity,positive
generous,positive
genial,positive
genius,positive
genteel,positive
gentleman,positive
gentleness,positive
gentry,positive
genuine,positive
geranium,positive
gift,positive
gifted,positive
gigantic,positive
giggle,positive
girder,positive
giving,positive
glad,positive
gladness,positive
glee,positive
glide,positive
glimmer,positive
glittering,positive
glorification,positive
glorify,positive
glory,positive
gloss,positive
glow,positive
glowing,positive
god,positive
godly,positive
godsend,positive
gold,positive
good,positive
goodly,positive
goodness,positive
goods,positive
goodwill,positive
gorgeous,positive
gospel,positive
govern,positive
grace,positive
graceful,positive
gracious,positive
graciously,positive
graduation,positive
grandchildren,positive
grandeur,positive
grandmother,positive
grant,positive
granted,positive
grateful,positive
gratify,positive
gratitude,positive
greater,positive
greatness,positive
green,positive
greeting,positive
gregarious,positive
grin,positive
grist,positive
grit,positive
groundwork,positive
grow,positive
growth,positive
guarantee,positive
guard,positive
guardian,positive
guardianship,positive
gubernatorial,positive
guidance,positive
guide,positive
guidebook,positive
guru,positive
guts,positive
gymnast,positive
habitat,positive
hail,positive
hale,positive
handy,positive
happily,positive
happiness,positive
happy,positive
hardy,positive
harmoniously,positive
harmony,positive
harvest,positive
haven,positive
headway,positive
heal,positive
healing,positive
healthful,positive
healthy,positive
heartfelt,positive
hearth,positive
heartily,positive
heavenly,positive
heavens,positive
hedonism,positive
heft,positive
helmet,positive
helper,positive
helpful,positive
herbal,positive
hero,positive
heroic,positive
heroics,positive
heroine,positive
heroism,positive
heyday,positive
highest,positive
hilarious,positive
hilarity,positive
hire,positive
hobby,positive
holiday,positive
holiness,positive
holy,positive
homage,positive
homology,positive
honest,positive
honesty,positive
honey,positive
honeymoon,positive
honor,positive
honorable,positive
hope,positive
hopeful,positive
horizon,positive
hospitality,positive
household,positive
housekeeping,positive
hug,positive
humane,positive
humanitarian,positive
humanity,positive
humble,positive
humbled,positive
humbly,positive
humility,positive
humorist,positive
humorous,positive
hurrah,positive
husbandry,positive
hush,positive
hut,positive
hygienic,positive
hymn,positive
idealism,positive
idol,positive
illuminate,positive
illumination,positive
illustrate,positive
illustrious,positive
imaginative,positive
immaculate,positive
immediately,positive
immense,positive
immerse,positive
immortal,positive
immovable,positive
impart,positive
impartial,positive
impartiality,positive
impeccable,positive
impervious,positive
importance,positive
important,positive
impress,positive
impression,positive
improve,positive
improved,positive
improvement,positive
improving,positive
improvise,positive
inalienable,positive
inauguration,positive
incisive,positive
include,positive
included,positive
including,positive
inclusive,positive
income,positive
increase,positive
indelible,positive
indemnity,positive
independence,positive
indestructible,positive
individuality,positive
indomitable,positive
ineffable,positive
inexpensive,positive
infallible,positive
infant,positive
infiltration,positive
infinite,positive
infinity,positive
influence,positive
influential,positive
information,positive
ingenious,positive
inheritance,positive
inimitable,positive
innocence,positive
innocent,positive
innocently,positive
innocuous,positive
innovate,positive
innovation,positive
inquirer,positive
inquiry,positive
inquisitive,positive
inseparable,positive
insignia,positive
inspector,positive
inspiration,positive
inspire,positive
inspired,positive
instinctive,positive
instruct,positive
instruction,positive
instructor,positive
instrumental,positive
insure,positive
intact,positive
integrity,positive
intellect,positive
intellectual,positive
intelligence,positive
intelligent,positive
intended,positive
intense,positive
intercourse,positive
interest,positive
interested,positive
interesting,positive
interior,positive
interlocutory,positive
interlude,positive
interminable,positive
intervention,positive
intimate,positive
intonation,positive
intrepid,positive
intuition,positive
intuitive,positive
invariably,positive
inventive,positive
inventor,positive
investigate,positive
invigorate,positive
invitation,positive
invite,positive
inviting,positive
iron,positive
irreducible,positive
irrefutable,positive
jackpot,positive
jam,positive
jest,positive
job,positive
join,positive
joined,positive
joker,positive
joking,positive
journalist,positive
journey,positive
jovial,positive
joy,positive
joyful,positive
joyous,positive
jubilant,positive
jubilee,positive
judicial,positive
judicious,positive
jump,positive
justice,positive
justifiable,positive
justification,positive
keepsake,positive
ken,positive
keynote,positive
keystone,positive
kind,positive
kindness,positive
kindred,positive
king,positive
kiss,positive
kitten,positive
knack,positive
knight,positive
knowing,positive
knowledge,positive
kudos,positive
labor,positive
lace,positive
lamb,positive
land,positive
landed,positive
laser,positive
laudable,positive
laugh,positive
laughing,positive
laughter,positive
launch,positive
laureate,positive
laurel,positive
laurels,positive
lavish,positive
lawful,positive
lead,positive
leader,positive
league,positive
learn,positive
learning,positive
lecturer,positive
leeway,positive
legal,positive
legalized,positive
legendary,positive
legibility,positive
legible,positive
leisure,positive
leisurely,positive
lemma,positive
lenient,positive
lesson,positive
lettered,positive
level,positive
leverage,positive
liberal,positive
liberate,positive
liberation,positive
liberty,positive
library,positive
lifeblood,positive
lighthouse,positive
liking,positive
linguist,positive
lion,positive
lithe,positive
logical,positive
longevity,positive
lord,positive
lordship,positive
lovable,positive
love,positive
lovely,positive
lovemaking,positive
lover,positive
loving,positive
loyal,positive
loyalty,positive
luck,positive
lucky,positive
luscious,positive
luster,positive
lustrous,positive
luxuriant,positive
luxurious,positive
luxury,positive
lyre,positive
lyrical,positive
magical,positive
magnet,positive
magnetism,positive
magnetite,positive
magnificence,positive
magnificent,positive
maiden,positive
main,positive
mainstay,positive
majestic,positive
majesty,positive
major,positive
majority,positive
manage,positive
management,positive
mandarin,positive
manhood,positive
manifested,positive
manly,positive
manna,positive
mannered,positive
manners,positive
manufacturer,positive
march,positive
marked,positive
marketable,positive
marquis,positive
marriage,positive
marrow,positive
marry,positive
marshal,positive
marvel,positive
marvelous,positive
marvelously,positive
masculine,positive
massage,positive
master,positive
masterpiece,positive
mastery,positive
mate,positive
maternal,positive
matrimony,positive
matron,positive
maximum,positive
mayor,positive
meadow,positive
measured,positive
medal,positive
mediate,positive
mediation,positive
mediator,positive
medical,positive
meditate,positive
mediterranean,positive
medley,positive
memento,positive
memorable,positive
mending,positive
menses,positive
mentor,positive
merciful,positive
mercy,positive
merge,positive
merit,positive
meritorious,positive
merriment,positive
merry,positive
metropolitan,positive
mettle,positive
microscopy,positive
midwife,positive
midwifery,positive
mighty,positive
mime,positive
mindful,positive
mindfulness,positive
ministry,positive
miracle,positive
miraculous,positive
mirth,positive
missionary,positive
model,positive
moderate,positive
moderator,positive
modest,positive
modesty,positive
momentum,positive
monetary,positive
money,positive
monk,positive
monument,positive
moral,positive
morality,positive
morals,positive
mortar,positive
mother,positive
motherhood,positive
motive,positive
movable,positive
mover,positive
mug,positive
muscular,positive
music,positive
musical,positive
mutable,positive
mutual,positive
nap,positive
naturalist,positive
navigable,positive
neatly,positive
nectar,positive
needle,positive
negotiate,positive
negotiator,positive
neighbor,positive
nerve,positive
nestle,positive
nobility,positive
noble,positive
nobleman,positive
nomination,positive
normality,positive
notable,positive
notables,positive
noted,positive
notion,positive
notoriety,positive
nourishment,positive
numbers,positive
nurse,positive
nursery,positive
nurture,positive
nutritious,positive
oak,positive
oasis,positive
oath,positive
obedience,positive
objective,positive
obliging,positive
observant,positive
obtainable,positive
obvious,positive
occupant,positive
occupation,positive
occupy,positive
offer,positive
officer,positive
offset,positive
offshoot,positive
omnipotence,positive
omniscient,positive
openness,positive
opera,positive
opportune,positive
opportunity,positive
optimism,positive
optimist,positive
option,positive
optional,positive
oracle,positive
oration,positive
orchestra,positive
ordained,positive
orderly,positive
ordination,positive
organic,positive
organization,positive
organize,positive
organized,positive
orgasm,positive
originality,positive
ornamented,positive
ornate,positive
outburst,positive
outcome,positive
outdo,positive
outstanding,positive
outward,positive
overjoyed,positive
overwhelming,positive
ownership,positive
pacific,positive
pad,positive
padding,positive
paddle,positive
palatable,positive
palliative,positive
panacea,positive
panache,positive
panier,positive
paprika,positive
parade,positive
paragon,positive
paramount,positive
paraphrase,positive
pardon,positive
parentage,positive
parietal,positive
partake,positive
participation,positive
partner,positive
partnership,positive
passion,positive
passionate,positive
pastime,positive
pastor,positive
pastry,positive
pasture,positive
patent,positive
patience,positive
patient,positive
patriarchal,positive
patron,positive
patronage,positive
pay,positive
peace,positive
peaceable,positive
peaceful,positive
peacock,positive
peck,positive
peculiarity,positive
pedigree,positive
peerless,positive
penchant,positive
perceive,positive
perceptible,positive
perennial,positive
perfect,positive
perfection,positive
performer,positive
perk,positive
permission,positive
perpetuity,positive
persistence,positive
persistent,positive
personable,positive
pertinent,positive
petroleum,positive
pharmaceutical,positive
philanthropist,positive
philanthropy,positive
philosopher,positive
phoenix,positive
phonetic,positive
physician,positive
physics,positive
physiology,positive
physique,positive
pick,positive
picnic,positive
picturesque,positive
piety,positive
pill,positive
pillow,positive
pilot,positive
pinnacle,positive
pioneer,positive
pious,positive
pith,positive
pivot,positive
placid,positive
planning,positive
playful,positive
playground,positive
playhouse,positive
pleasant,positive
pleased,positive
pleasurable,positive
pledge,positive
plenary,positive
plentiful,positive
plexus,positive
plum,positive
plumb,positive
plush,positive
ply,positive
pointedly,positive
police,positive
policeman,positive
polish,positive
polished,positive
polite,positive
politeness,positive
politic,positive
pool,positive
pope,positive
popularity,positive
popularized,positive
population,positive
portable,positive
possess,positive
potable,positive
potency,positive
powerful,positive
powerfully,positive
practice,positive
practiced,positive
practise,positive
praise,positive
praised,positive
praiseworthy,positive
pray,positive
precaution,positive
precede,positive
precedence,positive
precious,positive
precise,positive
precision,positive
predilection,positive
predominant,positive
preeminent,positive
prefer,positive
premier,positive
premises,positive
prepare,positive
prepared,positive
prescient,positive
presence,positive
present,positive
presentable,positive
presentment,positive
preservative,positive
preserve,positive
president,positive
prestige,positive
presto,positive
pretty,positive
prevail,positive
prevention,positive
priceless,positive
pride,positive
priest,positive
priesthood,positive
priestly,positive
primacy,positive
primary,positive
prime,positive
primer,positive
prince,positive
princely,positive
princess,positive
principal,positive
pristine,positive
privileged,positive
probity,positive
procedure,positive
procession,positive
proctor,positive
procure,positive
prodigal,positive
prodigious,positive
prodigy,positive
producer,positive
producing,positive
production,positive
productive,positive
productivity,positive
profession,positive
professional,positive
professor,positive
proficiency,positive
proficient,positive
profuse,positive
progress,positive
progression,positive
progressive,positive
prolific,positive
prominence,positive
prominently,positive
promise,positive
promising,positive
promotion,positive
prop,positive
proper,positive
prophet,positive
prophylactic,positive
proposition,positive
prospect,positive
prosper,positive
prosperity,positive
prosperous,positive
protect,positive
protecting,positive
protective,positive
protector,positive
proud,positive
prove,positive
proverbial,positive
provide,positive
providing,positive
prudence,positive
prudent,positive
psalm,positive
public,positive
pull,positive
pulpit,positive
punctual,positive
punctuality,positive
puppy,positive
purely,positive
purification,positive
purify,positive
purist,positive
purity,positive
purr,positive
quaint,positive
qualified,positive
qualifying,positive
quest,positive
question,positive
quickness,positive
quiescent,positive
quiet,positive
quinine,positive
quote,positive
radiance,positive
radiant,positive
radiate,positive
radio,positive
rapt,positive
rapture,positive
rational,positive
rave,positive
reader,positive
readily,positive
readiness,positive
reading,positive
reaffirm,positive
real,positive
reason,positive
reassurance,positive
reassure,positive
rebate,positive
recast,positive
received,positive
receiving,positive
recherche,positive
reciprocate,positive
reclamation,positive
recline,positive
recognizable,positive
recommend,positive
reconciliation,positive
reconsideration,positive
reconstruct,positive
reconstruction,positive
recorder,positive
recoup,positive
recovery,positive
recreation,positive
recreational,positive
rectify,positive
redemption,positive
redress,positive
refine,positive
refinement,positive
reform,positive
reformation,positive
reformer,positive
refreshing,positive
refurbish,positive
regal,positive
regent,positive
regressive,positive
regularity,positive
regulate,positive
rehabilitate,positive
rehabilitation,positive
reimburse,positive
reimbursement,positive
reinforcement,positive
reinstate,positive
rejoice,positive
rejoicing,positive
rejuvenate,positive
rejuvenated,positive
rekindle,positive
relaxation,positive
relevant,positive
reliability,positive
reliable,positive
reliance,positive
relief,positive
relieving,positive
remains,positive
remake,positive
remarkable,positive
remarkably,positive
remedy,positive
remission,positive
remodel,positive
renaissance,positive
render,positive
renewal,positive
renovate,positive
renovation,positive
renown,positive
renowned,positive
reorganize,positive
reparation,positive
repay,positive
repent,positive
replenish,positive
replete,positive
reporter,positive
repose,positive
represented,positive
reproductive,positive
reputable,positive
rescue,positive
reserve,positive
resident,positive
resilient,positive
resistive,positive
resolutely,positive
resources,positive
respect,positive
respectability,positive
respectable,positive
respectful,positive
respecting,positive
respects,positive
respite,positive
resplendent,positive
responsible,positive
responsive,positive
rest,positive
restful,positive
restitution,positive
restorative,positive
restoring,positive
restraint,positive
resumption,positive
retention,positive
retirement,positive
reunion,positive
revel,positive
revels,positive
revere,positive
reverence,positive
reverend,positive
reverie,positive
revise,positive
revival,positive
revive,positive
revolution,positive
revolutionary,positive
reward,positive
rhythm,positive
rhythmical,positive
ribbon,positive
richness,positive
rider,positive
righteous,positive
rightful,positive
rightly,positive
ripe,positive
ripen,positive
rising,positive
riveting,positive
roadster,positive
robust,positive
rock,positive
rod,positive
rollicking,positive
romance,positive
romantic,positive
romanticism,positive
romp,positive
rooted,positive
rosy,positive
rota,positive
routine,positive
royalty,positive
rubric,positive
ruth,positive
safe,positive
safeguard,positive
sage,positive
saint,positive
saintly,positive
salary,positive
salient,positive
salutary,positive
salute,positive
salvation,positive
salve,positive
samurai,positive
sanctification,positive
sanctify,positive
sanctuary,positive
sanguine,positive
sanitary,positive
satin,positive
satisfactorily,positive
satisfied,positive
save,positive
savings,positive
savor,positive
savory,positive
savvy,positive
scarecrow,positive
scholar,positive
scholarship,positive
scientific,positive
scientist,positive
scintilla,positive
score,positive
scribe,positive
script,positive
scrumptious,positive
sculpture,positive
sea,positive
seal,positive
seasoned,positive
seclusion,positive
secretariat,positive
seniority,positive
sensational,positive
sense,positive
sensibility,positive
sensibly,positive
sensual,positive
sensuality,positive
sensuous,positive
sentimental,positive
sentimentality,positive
sentinel,positive
serenity,positive
sermon,positive
serum,positive
settlor,positive
sex,positive
shape,positive
shapely,positive
share,positive
shelter,positive
shepherd,positive
shine,positive
shining,positive
shopping,positive
shoulder,positive
shrewd,positive
silk,positive
simplify,positive
sincere,positive
sincerity,positive
sing,positive
singly,positive
sir,positive
sisterhood,positive
skilled,positive
skillful,positive
sky,positive
slate,positive
sleek,positive
slender,positive
slim,positive
smile,positive
smiling,positive
smitten,positive
smoothness,positive
snicker,positive
sobriety,positive
sociable,positive
solace,positive
soldier,positive
solid,positive
solidity,positive
solution,positive
solvency,positive
sonar,positive
sonata,positive
sonnet,positive
sonorous,positive
soothe,positive
soothing,positive
sorter,positive
soundness,positive
soup,positive
spa,positive
spacious,positive
spaniel,positive
sparkle,positive
special,positive
specie,positive
spectacle,positive
speech,positive
speedy,positive
spelling,positive
spice,positive
spine,positive
spirit,positive
spirits,positive
splendid,positive
splendor,positive
sponsor,positive
spotless,positive
spouse,positive
spruce,positive
stable,positive
staccato,positive
stainless,positive
stallion,positive
stalwart,positive
stamina,positive
standing,positive
star,positive
starlight,positive
starry,positive
stately,positive
statement,positive
statue,positive
status,positive
staunch,positive
steadfast,positive
stellar,positive
sterling,positive
steward,positive
stillness,positive
store,positive
straightforward,positive
strategic,positive
strategist,positive
strength,positive
